"who_retweet","who_post","weight"
"str_805916867391057920","str_968204866760970240",1
"str_80698005","str_16100125",1
"str_80698005","str_34740140",2
"str_80698005","str_37440474",5
"str_80698005","str_4074051493",1
"str_807036019","str_110832860",1
"str_807036019","str_159633273",2
"str_807036019","str_172114546",1
"str_807036019","str_18361437",1
"str_807036019","str_262794246",5
"str_807036019","str_2917685440",1
"str_807036019","str_295906042",2
"str_807036019","str_32962571",1
"str_807036019","str_37052689",38
"str_807036019","str_37727891",1
"str_807049147178070016","str_15211944",1
"str_807809818186682368","str_16451101",3
"str_807809818186682368","str_169586297",1
"str_807809818186682368","str_26276316",2
"str_807809818186682368","str_2979059877",1
"str_807809818186682368","str_36726020",1
"str_807809818186682368","str_4842843378",7
"str_808346877582331904","str_26078159",2
"str_808346877582331904","str_33801008",1
"str_808346877582331904","str_42658483",9
"str_808691087317602304","str_26044411",2
"str_808691087317602304","str_2991305795",1
"str_808702316744503298","str_1403424932",13
"str_808702316744503298","str_16209173",6
"str_808702316744503298","str_232251165",1
"str_808702316744503298","str_24435205",1
"str_808702316744503298","str_47414934",16
"str_808702316744503298","str_7433632",13
"str_808702316744503298","str_809056123768729600",1
"str_808702316744503298","str_81873759",9
"str_808702316744503298","str_900378331920703488",11
"str_808702316744503298","str_963430720780816384",1
"str_808702316744503298","str_989172318",1
"str_808763998132846592","str_1110204212",1
"str_808763998132846592","str_145145693",4
"str_808763998132846592","str_1581658494",1
"str_808763998132846592","str_89089196",3
"str_808889479","str_160625658",1
"str_80890505","str_18792179",1
"str_80890505","str_23441791",2
"str_809056123768729600","str_47414934",4
"str_809056123768729600","str_755872938084147200",3
"str_809483930512531456","str_61871092",1
"str_809483930512531456","str_738349549027201024",1
"str_809858509","str_23484025",2
"str_81012569","str_1132156746",6
"str_81012569","str_1216563939837788160",2
"str_81012569","str_123044424",15
"str_81012569","str_249448443",2
"str_81012569","str_479935499",3
"str_810842690833317889","str_20540348",1
"str_810842690833317889","str_467208985",9
"str_81263482","str_109901017",2
"str_81263482","str_15117083",10
"str_81263482","str_1963725830",3
"str_81263482","str_297055411",2
"str_81263482","str_31277613",4
"str_81263482","str_42854756",12
"str_81263482","str_789492350120624128",2
"str_81263482","str_879458616939556864",9
"str_81263482","str_888866425556926464",1
"str_81263482","str_905115883793731585",2
"str_81263482","str_99390153",3
"str_813729833100410880","str_2790039832",1
"str_813876296669282304","str_18973663",1
"str_813876296669282304","str_2191262215",2
"str_813876296669282304","str_37149107",2
"str_814259801739956224","str_2340659774",1
"str_814259801739956224","str_835541282994860033",1
"str_814992274912378881","str_719759189",1
"str_816348908657971200","str_114207661",2
"str_816348908657971200","str_1191691237",1
"str_816348908657971200","str_37107369",10
"str_816348908657971200","str_808346877582331904",2
"str_816374894883573760","str_36726020",6
"str_817509584","str_91328704",1
"str_817561496968232960","str_434956607",2
"str_817855864338059266","str_109901017",5
"str_817855864338059266","str_905115883793731585",2
"str_817855864338059266","str_960718940077985792",1
"str_818117192302657539","str_776772615507701760",2
"str_818159377","str_118664177",2
"str_818159377","str_18030672",1
"str_818159377","str_18807641",1
"str_818159377","str_214565388",1
"str_818159377","str_27670007",1
"str_818159377","str_278278143",2
"str_818159377","str_2900023413",2
"str_818515103633076228","str_42658483",1
"str_818524048888131584","str_16968683",4
"str_818524048888131584","str_17572116",4
"str_818524048888131584","str_840429974070935552",2
"str_818545818743570436","str_159633273",1
"str_818545818743570436","str_25241040",1
"str_818545818743570436","str_262794246",1
"str_818649862967177216","str_28375536",22
"str_818649862967177216","str_307994774",1
"str_818649862967177216","str_600663197",6
"str_81873759","str_1403424932",43
"str_81873759","str_15663169",1
"str_81873759","str_16209173",6
"str_81873759","str_33573892",1
"str_81873759","str_47414934",4
"str_81873759","str_7433632",4
"str_81873759","str_870653170388803585",1
"str_819358538841681920","str_715623359631896576",1
"str_81942525","str_15793651",1
"str_819577227062996993","str_42658483",1
"str_819782878678511616","str_96360994",1
"str_820170295","str_104980670",1
"str_820170295","str_133122139",14
"str_820170295","str_940472210",1
"str_820817126248189952","str_19788386",10
"str_820817126248189952","str_23618718",8
"str_820817126248189952","str_31957561",1
"str_821121624267165697","str_24435205",2
"str_821121624267165697","str_700879600",1
"str_821121624267165697","str_74446177",1
"str_821136910492037120","str_108427276",1
"str_821136910492037120","str_257302726",1
"str_821142","str_176147970",1
"str_821142","str_31957561",1
"str_821142","str_49421426",25
"str_821142","str_49747296",6
"str_821410842671398912","str_1408432652",2
"str_821410842671398912","str_2451653160",5
"str_821410842671398912","str_2790039832",1
"str_821410842671398912","str_411024392",7
"str_821410842671398912","str_979140480096071680",1
"str_821440888354185216","str_282783586",3
"str_821484055426281472","str_517016355",2
"str_821531827579949056","str_37149107",1
"str_821531827579949056","str_3761644334",3
"str_821759572360589312","str_2340659774",1
"str_821759572360589312","str_856320622024167425",4
"str_821826000090779648","str_33611450",1
"str_821826000090779648","str_37816357",1
"str_821976391","str_105336659",3
"str_821976391","str_118198589",18
"str_821976391","str_139593662",12
"str_821976391","str_2905955679",1
"str_821976391","str_2906574983",3
"str_821976391","str_392077251",14
"str_821976391","str_479093108",1
"str_821976391","str_4817114249",10
"str_821976391","str_70591921",1
"str_821976391","str_715613647758819330",2
"str_82221207","str_15211944",1
"str_82221207","str_18973663",2
"str_82221207","str_37149107",7
"str_82221207","str_38707559",9
"str_82221207","str_64295441",1
"str_82240115","str_126456854",2
"str_82240115","str_153645335",14
"str_82240115","str_159633273",1
"str_82240115","str_18657125",16
"str_82240115","str_25241040",1
"str_82240115","str_262794246",12
"str_82240115","str_2917685440",2
"str_82240115","str_295906042",1
"str_82240115","str_2985422619",5
"str_82240115","str_30380250",9
"str_82240115","str_3195934863",54
"str_82240115","str_32962571",19
"str_82240115","str_37052689",9
"str_82240115","str_37440474",1
"str_82240115","str_37727891",3
"str_82240115","str_4074051493",4
"str_82240115","str_5507352",3
"str_82240115","str_957734718576971776",2
"str_822637918326050816","str_1077365580",7
"str_822637918326050816","str_1320331676",1
"str_822637918326050816","str_19237004",2
"str_822637918326050816","str_22925350",1
"str_822637918326050816","str_2780696489",2
"str_822637918326050816","str_28696353",11
"str_822637918326050816","str_61871092",2
"str_822637918326050816","str_755872938084147200",4
"str_822637918326050816","str_990085837",5
"str_823304696362401794","str_169586297",1
"str_823304696362401794","str_21696469",4
"str_823304696362401794","str_36381920",1
"str_823304696362401794","str_4489398139",3
"str_823304696362401794","str_49421426",4
"str_823304696362401794","str_49747296",37
"str_823304696362401794","str_829373968528269312",4
"str_823423537","str_53266089",1
"str_823530391336325120","str_252273100",1
"str_823586777113960448","str_25728028",1
"str_823651107654275080","str_37440474",1
"str_823651107654275080","str_80698005",1
"str_823929782568095745","str_80698005",2
"str_824306412876693504","str_33973460",1
"str_824306412876693504","str_384690337",4
"str_825008323548295168","str_32820923",1
"str_825008323548295168","str_95527761",1
"str_82507210","str_250840899",1
"str_82507210","str_41622556",1
"str_82507210","str_600663197",1
"str_82507210","str_751950727371628544",4
"str_82518318","str_105336659",3
"str_82518318","str_118198589",1
"str_82518318","str_139593662",7
"str_82518318","str_2906574983",5
"str_82518318","str_3313812382",1
"str_82518318","str_392077251",2
"str_82518318","str_479093108",2
"str_82518318","str_4817114249",4
"str_82518318","str_715613647758819330",4
"str_825710350842679297","str_14466551",10
"str_825710350842679297","str_16451101",5
"str_825710350842679297","str_169586297",10
"str_825710350842679297","str_26276316",26
"str_825710350842679297","str_751075331801485313",3
"str_825710350842679297","str_924553015",1
"str_825973665187500032","str_1110204212",1
"str_825973665187500032","str_376444395",1
"str_825973665187500032","str_69946498",1
"str_826046888386449408","str_18612063",2
"str_826046888386449408","str_35389327",1
"str_826046888386449408","str_484121225",4
"str_826046888386449408","str_880075914348040192",2
"str_826046888386449408","str_967169939022012416",9
"str_826113844015689730","str_175847438",1
"str_826174740763070465","str_557152798",1
"str_827240645634977794","str_95077051",1
"str_827497128062758912","str_16319967",1
"str_827497128062758912","str_18612063",2
"str_827497128062758912","str_2400595245",2
"str_827497128062758912","str_245840159",2
"str_827497128062758912","str_35389327",10
"str_827497128062758912","str_880075914348040192",4
"str_827497128062758912","str_967169939022012416",3
"str_827557633221607424","str_1008768166489706497",1
"str_827557633221607424","str_121783565",1
"str_827557633221607424","str_15663169",16
"str_827557633221607424","str_1661203730",8
"str_829078287615979521","str_1854639792",2
"str_829078287615979521","str_303397026",5
"str_829078287615979521","str_735888005894836225",2
"str_829373968528269312","str_33490420",3
"str_829373968528269312","str_426978229",1
"str_829373968528269312","str_49421426",1
"str_829373968528269312","str_49747296",1
"str_829390059359129606","str_101829504",2
"str_829390059359129606","str_104980670",5
"str_829390059359129606","str_133122139",8
"str_829390059359129606","str_860291474189168640",1
"str_829574053782548480","str_1089093544667725825",2
"str_829574053782548480","str_14466551",2
"str_829574053782548480","str_16451101",1
"str_829574053782548480","str_169586297",18
"str_829574053782548480","str_26276316",19
"str_829574053782548480","str_751075331801485313",4
"str_829574053782548480","str_789492350120624128",1
"str_829574053782548480","str_924553015",1
"str_829574053782548480","str_96161390",1
"str_83039463","str_1004815933670678529",1
"str_83039463","str_1040645966",1
"str_83039463","str_13028602",1
"str_83039463","str_169586297",1
"str_83039463","str_22724322",3
"str_83039463","str_3188152800",9
"str_83039463","str_434956607",1
"str_83039463","str_445993062",1
"str_83039463","str_974819163305848833",2
"str_830794539321421824","str_109901017",2
"str_830794539321421824","str_15117083",1
"str_830794539321421824","str_21836759",4
"str_830794539321421824","str_22481727",4
"str_830794539321421824","str_297055411",1
"str_830794539321421824","str_31277613",3
"str_830794539321421824","str_42854756",1
"str_830794539321421824","str_513812971",1
"str_830794539321421824","str_7433632",1
"str_830794539321421824","str_879458616939556864",4
"str_830794539321421824","str_905115883793731585",9
"str_831674406430769153","str_80698005",2
"str_831693852146806784","str_1096473809077583872",1
"str_831693852146806784","str_111054940",1
"str_831693852146806784","str_133165344",1
"str_831693852146806784","str_158715755",1
"str_831693852146806784","str_175847438",20
"str_831693852146806784","str_23442668",1
"str_831693852146806784","str_3065062453",2
"str_831693852146806784","str_364632749",8
"str_831693852146806784","str_850011900113018881",1
"str_831693852146806784","str_863438755570622464",2
"str_831693852146806784","str_928876209211166721",2
"str_831987790812368897","str_64295441",4
"str_832039352855310336","str_34148074",8
"str_832039352855310336","str_885480172576804864",1
"str_832039352855310336","str_95077051",5
"str_832244525456306176","str_234520842",1
"str_832419235980644352","str_49747296",3
"str_832419235980644352","str_64295441",14
"str_832419235980644352","str_860291474189168640",1
"str_832713224394977280","str_935603288",1
"str_833159137554989056","str_14466551",1
"str_833159137554989056","str_16451101",12
"str_833159137554989056","str_169586297",25
"str_833159137554989056","str_2339034433",1
"str_833159137554989056","str_26276316",2
"str_833159137554989056","str_2979059877",1
"str_833159137554989056","str_751075331801485313",1
"str_833159137554989056","str_789492350120624128",2
"str_833159137554989056","str_870478135120232448",1
"str_833159137554989056","str_967169939022012416",1
"str_833779481701670912","str_52596035",1
"str_834162766483124225","str_18973663",2
"str_834162766483124225","str_3761644334",1
"str_834207507677577220","str_23802600",6
"str_834207507677577220","str_3669500596",1
"str_834207507677577220","str_776772615507701760",1
"str_834244966503370752","str_719759189",1
"str_83436796","str_22724322",1
"str_83436796","str_3242677586",4
"str_83436796","str_37476743",2
"str_83436796","str_434956607",1
"str_83436796","str_4889411971",1
"str_83436796","str_988980985",1
"str_834663950763515904","str_112361610",1
"str_834663950763515904","str_150812342",1
"str_834663950763515904","str_46534084",6
"str_834663950763515904","str_86523551",2
"str_835304107","str_3386322899",1
"str_835304107","str_66344815",1
"str_835541282994860033","str_2340659774",2
"str_835541282994860033","str_56812053",5
"str_835541282994860033","str_967214466902315008",2
"str_836854820","str_15739379",3
"str_836854820","str_24435205",1
"str_836854820","str_53266089",2
"str_836854820","str_58114015",2
"str_836854820","str_66707220",1
"str_837930720345534466","str_15986586",1
"str_837930720345534466","str_4827885013",2
"str_837930720345534466","str_69946498",2
"str_837930720345534466","str_89089196",1
"str_83935810","str_1278022358",1
"str_83935810","str_3242677586",3
"str_83935810","str_37476743",10
"str_83935810","str_704343898684919808",2
"str_839508742970478592","str_106252738",1
"str_839508742970478592","str_53266089",2
"str_839667487276941317","str_14752226",1
"str_839667487276941317","str_343809170",1
"str_839667487276941317","str_351146600",2
"str_839967315114381313","str_735888005894836225",3
"str_840429974070935552","str_16968683",2
"str_840429974070935552","str_866442764329914370",1
"str_841077154179764224","str_13028602",14
"str_841077154179764224","str_15186725",81
"str_841077154179764224","str_169586297",1
"str_841077154179764224","str_18251714",6
"str_841077154179764224","str_21632252",4
"str_841077154179764224","str_3022998240",1
"str_841077154179764224","str_979140480096071680",2
"str_841077154179764224","str_991472006406303744",20
"str_84339984","str_21512279",1
"str_84339984","str_35026217",1
"str_84339984","str_751950727371628544",1
"str_843569430126903296","str_111054940",1
"str_843569430126903296","str_158715755",1
"str_843569430126903296","str_169586297",1
"str_843569430126903296","str_175847438",18
"str_843569430126903296","str_3065062453",2
"str_843569430126903296","str_356903515",1
"str_843569430126903296","str_77098233",2
"str_843569430126903296","str_850011900113018881",2
"str_843569430126903296","str_863438755570622464",2
"str_843569430126903296","str_928876209211166721",8
"str_843868726491455488","str_250490865",15
"str_843868726491455488","str_738482854531764224",4
"str_843868726491455488","str_97306684",14
"str_844237802","str_47414934",1
"str_845873990","str_30768622",1
"str_84609547","str_104980670",1
"str_84609547","str_133122139",1
"str_84609547","str_198926612",1
"str_848255843229458432","str_7003422",1
"str_848872437425070082","str_16451101",1
"str_848872437425070082","str_169586297",8
"str_848872437425070082","str_2339034433",7
"str_848872437425070082","str_26276316",1
"str_848872437425070082","str_4842843378",1
"str_848872437425070082","str_789492350120624128",2
"str_84905500","str_20649298",1
"str_84905500","str_32820923",1
"str_84905500","str_41637247",4
"str_84905500","str_56754670",1
"str_84905500","str_881572448558358528",1
"str_84905500","str_98504078",2
"str_849657093636468737","str_14466551",1
"str_849657093636468737","str_16451101",16
"str_849657093636468737","str_169586297",11
"str_849657093636468737","str_2339034433",2
"str_849657093636468737","str_2665780009",1
"str_849657093636468737","str_2979059877",1
"str_850011900113018881","str_175847438",2
"str_850011900113018881","str_364632749",1
"str_850011900113018881","str_77098233",1
"str_850011900113018881","str_771856099",1
"str_850011900113018881","str_928876209211166721",1
"str_85016194","str_1137924488",1
"str_85016194","str_2458675429",2
"str_852555030620012544","str_2608354782",1
"str_852723636368748544","str_139593662",17
"str_852723636368748544","str_17091701",1
"str_852723636368748544","str_2328050107",2
"str_852723636368748544","str_237750813",13
"str_852723636368748544","str_3363440495",8
"str_852723636368748544","str_392077251",5
"str_852723636368748544","str_4817114249",10
"str_852723636368748544","str_70591921",1
"str_852723636368748544","str_715613647758819330",1
"str_853460979996348416","str_14752226",1
"str_853460979996348416","str_39391326",1
"str_854169209357643780","str_34148074",1
"str_854169209357643780","str_55720891",3
"str_855555957459476480","str_36057846",1
"str_855555957459476480","str_66344815",1
"str_855555957459476480","str_962107552732508160",1
"str_858797983931957248","str_434956607",2
"str_859889579687424001","str_1408432652",1
"str_859889579687424001","str_411024392",2
"str_860291474189168640","str_15743939",2
"str_860291474189168640","str_181374332",1
"str_860291474189168640","str_939977297330876416",1
"str_860510877296074752","str_1165700629",1
"str_860510877296074752","str_1413518334",4
"str_860510877296074752","str_14752226",1
"str_860510877296074752","str_14946702",24
"str_860510877296074752","str_342057555",2
"str_860510877296074752","str_343809170",1
"str_860715570","str_134600022",1
"str_860715570","str_1403424932",1
"str_860715570","str_16785950",9
"str_860715570","str_181374332",1
"str_860715570","str_214169085",3
"str_860715570","str_860291474189168640",2
"str_860778133","str_1132156746",3
"str_860778133","str_16968683",1
"str_860778133","str_249448443",1
"str_861289199135227904","str_128073515",1
"str_861289199135227904","str_1854639792",1
"str_861436278755033089","str_1040645966",7
"str_861436278755033089","str_15323106",3
"str_861436278755033089","str_2193520886",1
"str_861436278755033089","str_268313339",6
"str_861436278755033089","str_28656296",1
"str_861436278755033089","str_3082718509",2
"str_861436278755033089","str_318147943",1
"str_861436278755033089","str_434956607",23
"str_861436278755033089","str_715623359631896576",4
"str_861436278755033089","str_874649932157693953",1
"str_861436278755033089","str_9486482",1
"str_861436278755033089","str_974819163305848833",16
"str_861973747","str_133165344",3
"str_861973747","str_17168851",2
"str_861973747","str_23484025",1
"str_861973747","str_3099952406",1
"str_861973747","str_356903515",3
"str_861973747","str_364632749",2
"str_861973747","str_36524859",1
"str_861973747","str_392933208",1
"str_861973747","str_50442179",2
"str_862406780638420993","str_727850446359015425",1
"str_863254376260829184","str_21696469",2
"str_863254376260829184","str_31957561",7
"str_863254376260829184","str_49421426",3
"str_863438755570622464","str_23442668",1
"str_863438755570622464","str_356903515",1
"str_86523551","str_1110204212",1
"str_86523551","str_112361610",1
"str_86523551","str_150812342",14
"str_86523551","str_46534084",15
"str_86523551","str_66344815",1
"str_866025587017744384","str_159633273",3
"str_866025587017744384","str_18361437",2
"str_866025587017744384","str_18657125",1
"str_866025587017744384","str_262794246",1
"str_866025587017744384","str_2917685440",5
"str_866025587017744384","str_3195934863",1
"str_866025587017744384","str_32962571",2
"str_866371878386008064","str_246283063",1
"str_866371878386008064","str_451147000",2
"str_866442764329914370","str_16968683",2
"str_866442764329914370","str_54317387",1
"str_867313896","str_15117083",5
"str_867313896","str_1568361283",2
"str_867313896","str_22481727",2
"str_867313896","str_31277613",13
"str_867313896","str_58773116",2
"str_867313896","str_879458616939556864",1
"str_867313896","str_98845251",1
"str_867313896","str_99390153",1
"str_867480961931464706","str_175847438",2
"str_867480961931464706","str_928876209211166721",1
"str_867950473101398017","str_49421426",9
"str_867950473101398017","str_49747296",3
"str_86862200","str_970751602364682242",1
"str_870478135120232448","str_36726020",7
"str_870653170388803585","str_700879600",1
"str_870767507023450112","str_2293040214",1
"str_870767507023450112","str_343809170",2
"str_870767507023450112","str_39391326",2
"str_870767507023450112","str_777939386054742016",1
"str_871745623778885632","str_16968683",8
"str_871745623778885632","str_818524048888131584",1
"str_871745623778885632","str_866442764329914370",2
"str_871866650244632578","str_317560731",2
"str_871866650244632578","str_3978905843",17
"str_872321936730316800","str_84609547",1
"str_872554528545091584","str_381083705",5
"str_872554528545091584","str_408103028",12
"str_872554528545091584","str_428779315",1
"str_872609678533984257","str_20540348",1
"str_872609678533984257","str_235800763",3
"str_872609678533984257","str_2438378629",21
"str_872609678533984257","str_971070092237836288",1
"str_872649106803613696","str_15323106",2
"str_872649106803613696","str_28656296",1
"str_872649106803613696","str_318147943",1
"str_872649106803613696","str_9486482",1
"str_87303824","str_46458451",1
"str_87303824","str_55372193",1
"str_873496162996760580","str_105336659",2
"str_873496162996760580","str_1077365580",1
"str_873496162996760580","str_17327933",2
"str_873496162996760580","str_28696353",1
"str_873496162996760580","str_41637247",2
"str_873496162996760580","str_61871092",1
"str_873496162996760580","str_755872938084147200",18
"str_873496162996760580","str_826929187701288960",1
"str_873496162996760580","str_990085837",4
"str_873499573","str_265642432",4
"str_873499573","str_316515450",2
"str_873499573","str_479093108",1
"str_874293751568642048","str_66344815",4
"str_87464481","str_106237226",1
"str_87464481","str_41637247",6
"str_87464481","str_95357369",3
"str_874649932157693953","str_434956607",2
"str_874649932157693953","str_62941254",1
"str_875180372656508928","str_159633273",1
"str_875180372656508928","str_18657125",1
"str_875180372656508928","str_25241040",3
"str_875180372656508928","str_3195934863",3
"str_875180372656508928","str_37052689",1
"str_875180372656508928","str_37727891",1
"str_875180372656508928","str_4271386823",2
"str_875180372656508928","str_5507352",1
"str_875180372656508928","str_82240115",4
"str_875722748206751744","str_2165364858",6
"str_875722748206751744","str_3019190647",1
"str_875722748206751744","str_55720891",5
"str_875722748206751744","str_885480172576804864",3
"str_875922079685771266","str_111054940",2
"str_876898970424954880","str_69946498",1
"str_876898970424954880","str_86523551",2
"str_877591404121276416","str_1476447763",2
"str_877591404121276416","str_46458451",1
"str_877591404121276416","str_712839940195753985",8
"str_877591404121276416","str_87303824",1
"str_877591404121276416","str_935603288",1
"str_87803865","str_64295441",1
"str_878319726237106176","str_970751602364682242",1
"str_878454889835376640","str_20023252",1
"str_878454889835376640","str_3240070053",1
"str_878454889835376640","str_475287482",6
"str_878454889835376640","str_956017874899996672",5
"str_878713564160241666","str_1205541642",6
"str_878713564160241666","str_1367793234",1
"str_878713564160241666","str_14304836",48
"str_878713564160241666","str_17161282",3
"str_878713564160241666","str_18882624",1
"str_878713564160241666","str_2327597341",2
"str_878713564160241666","str_2798217692",1
"str_878713564160241666","str_965585682818326529",6
"str_87944490","str_26078159",1
"str_879458616939556864","str_15117083",11
"str_879458616939556864","str_1963725830",1
"str_879458616939556864","str_31277613",4
"str_879875283435782145","str_1077365580",4
"str_879875283435782145","str_15663169",1
"str_879875283435782145","str_19237004",4
"str_879875283435782145","str_28696353",1
"str_879875283435782145","str_61871092",2
"str_879875283435782145","str_755872938084147200",3
"str_879875283435782145","str_990085837",1
"str_880075914348040192","str_245840159",1
"str_880075914348040192","str_35389327",4
"str_880164842346356740","str_31957561",1
"str_880164842346356740","str_49421426",2
"str_881196869518544896","str_169586297",1
"str_881196869518544896","str_235800763",17
"str_881196869518544896","str_2438378629",30
"str_881196869518544896","str_2979059877",1
"str_881196869518544896","str_467208985",3
"str_881196869518544896","str_789492350120624128",1
"str_881196869518544896","str_971070092237836288",10
"str_881212065901412354","str_128073515",1
"str_881212065901412354","str_303397026",3
"str_881212065901412354","str_735888005894836225",1
"str_881392908","str_101829504",1
"str_881392908","str_31197507",2
"str_881572448558358528","str_41637247",2
"str_881974187589603328","str_475287482",1
"str_881974187589603328","str_95527761",1
"str_882403440785326081","str_16319967",14
"str_882403440785326081","str_245840159",1
"str_882403440785326081","str_33795371",6
"str_882403440785326081","str_484121225",13
"str_882403440785326081","str_940024922394497024",9
"str_882403440785326081","str_967169939022012416",10
"str_883147543244406785","str_14304836",5
"str_883147543244406785","str_18882624",1
"str_883147543244406785","str_2327597341",1
"str_883147543244406785","str_965585682818326529",1
"str_885457104160608256","str_53266089",2
"str_885457104160608256","str_870653170388803585",1
"str_885568466","str_103744112",1
"str_886675719677497344","str_22481727",2
"str_887149076730454016","str_1408432652",1
"str_887149076730454016","str_2790039832",1
"str_887404181505679361","str_1403424932",12
"str_887404181505679361","str_16209173",3
"str_887404181505679361","str_47414934",12
"str_887404181505679361","str_7433632",5
"str_887404181505679361","str_809056123768729600",5
"str_887404181505679361","str_81873759",4
"str_887404181505679361","str_988411950429278218",1
"str_889592425","str_23550815",7
"str_889592425","str_4074051493",1
"str_889592425","str_58502514",1
"str_889592425","str_7294262",7
"str_889677745","str_37440474",2
"str_889677745","str_4074051493",1
"str_889677745","str_4271386823",1
"str_889677745","str_583417013",1
"str_889677745","str_80698005",4
"str_89018912","str_145145693",1
"str_89018912","str_15986586",7
"str_89018912","str_69946498",3
"str_890254341877243904","str_163079471",1
"str_890254341877243904","str_1636888243",1
"str_890254341877243904","str_20649298",1
"str_890254341877243904","str_95357369",1
"str_890287537310269440","str_397570680",1
"str_890347671684296705","str_14752226",1
"str_890347671684296705","str_14946702",3
"str_890347671684296705","str_32289500",2
"str_890347671684296705","str_54775919",3
"str_89089196","str_145145693",1
"str_89089196","str_1581658494",3
"str_89089196","str_15986586",2
"str_89089196","str_69210386",1
"str_891255403","str_15117083",32
"str_891255403","str_1963725830",5
"str_891255403","str_31277613",2
"str_891255403","str_42854756",7
"str_891255403","str_58773116",1
"str_891255403","str_879458616939556864",1
"str_891255403","str_99390153",1
"str_892155890","str_2790039832",1
"str_89282229","str_36726020",15
"str_89282229","str_600663197",1
"str_89282229","str_870478135120232448",1
"str_893199420220747776","str_109901017",1
"str_893199420220747776","str_15117083",45
"str_893199420220747776","str_31277613",1
"str_893199420220747776","str_905115883793731585",6
"str_893391367","str_397570680",2
"str_896159525111246848","str_26583978",1
"str_896159525111246848","str_276984604",2
"str_897321752245800960","str_14752226",5
"str_897321752245800960","str_14946702",4
"str_897321752245800960","str_16150792",5
"str_897321752245800960","str_377382236",1
"str_897321752245800960","str_734102611905765376",9
"str_897321752245800960","str_973601189144219649",2
"str_897545585322061825","str_1066345612092821505",5
"str_897545585322061825","str_16785950",7
"str_897545585322061825","str_181374332",4
"str_897545585322061825","str_21883063",5
"str_897545585322061825","str_3021489949",1
"str_897545585322061825","str_790197312467402754",1
"str_897545585322061825","str_860291474189168640",2
"str_898685276897333251","str_61871092",3
"str_898685276897333251","str_755872938084147200",1
"str_898685276897333251","str_826929187701288960",1
"str_898685276897333251","str_990085837",3
"str_898787903609765890","str_935603288",2
"str_900091927521103877","str_158715755",11
"str_900352302724374532","str_235800763",3
"str_900378331920703488","str_1403424932",4
"str_900378331920703488","str_47414934",5
"str_900378331920703488","str_81873759",1
"str_901838749432205316","str_245028498",1
"str_901838749432205316","str_3040281984",2
"str_901838749432205316","str_66344815",3
"str_901946262664208386","str_181374332",2
"str_901946262664208386","str_860291474189168640",10
"str_902332125143171072","str_475287482",3
"str_90278451","str_106252738",3
"str_90278451","str_3062158491",1
"str_903432572767682561","str_86523551",1
"str_903734919171624960","str_98504078",2
"str_903986745338978304","str_126456854",1
"str_903986745338978304","str_159633273",18
"str_903986745338978304","str_172114546",1
"str_903986745338978304","str_18657125",2
"str_903986745338978304","str_25241040",4
"str_903986745338978304","str_262794246",6
"str_903986745338978304","str_2917685440",4
"str_903986745338978304","str_3195934863",4
"str_903986745338978304","str_32157077",1
"str_903986745338978304","str_32962571",2
"str_903986745338978304","str_37052689",17
"str_903986745338978304","str_37727891",1
"str_903986745338978304","str_4074051493",1
"str_903986745338978304","str_424412391",1
"str_903986745338978304","str_4271386823",10
"str_903986745338978304","str_5507352",5
"str_903986745338978304","str_957734718576971776",1
"str_904103803","str_1111651320",1
"str_904103803","str_1403424932",1
"str_904103803","str_16209173",1
"str_904103803","str_24435205",3
"str_904103803","str_41694385",1
"str_904103803","str_615349684",2
"str_904103803","str_700879600",1
"str_904103803","str_74446177",3
"str_904414138704658432","str_31957561",1
"str_904414138704658432","str_4489398139",1
"str_904414138704658432","str_49747296",5
"str_904502504","str_175847438",2
"str_904502504","str_2196718225",1
"str_904502504","str_25332041",2
"str_904502504","str_3065062453",1
"str_904502504","str_392933208",1
"str_904502504","str_771856099",2
"str_904502504","str_850011900113018881",1
"str_90456908","str_110832860",1
"str_90456908","str_17164263",55
"str_904777599766978562","str_95077051",1
"str_905115883793731585","str_109901017",1
"str_905115883793731585","str_31277613",2
"str_905161196139110400","str_153645335",1
"str_905161196139110400","str_159633273",2
"str_905161196139110400","str_18361437",1
"str_905161196139110400","str_18657125",1
"str_905161196139110400","str_25241040",1
"str_905161196139110400","str_32962571",1
"str_905161196139110400","str_37052689",1
"str_905161196139110400","str_4271386823",1
"str_905161196139110400","str_957734718576971776",1
"str_905898707220131840","str_1066345612092821505",2
"str_905898707220131840","str_15743939",1
"str_905898707220131840","str_16785950",10
"str_905898707220131840","str_181374332",2
"str_905898707220131840","str_214169085",8
"str_905898707220131840","str_21883063",2
"str_906151840487788547","str_109901017",1
"str_906151840487788547","str_905115883793731585",1
"str_906386106320510976","str_13028602",6
"str_906386106320510976","str_15186725",2
"str_906386106320510976","str_991472006406303744",1
"str_906817122","str_1132156746",17
"str_906817122","str_1216563939837788160",4
"str_906817122","str_123044424",7
"str_906817122","str_1594536769",6
"str_906817122","str_2268036854",4
"str_906817122","str_249448443",3
"str_906817122","str_264599055",1
"str_906817122","str_479935499",4
"str_906817122","str_965235634053894147",1
"str_907012687","str_1139607716941500417",62
"str_907012687","str_139916626",1
"str_907012687","str_30768622",2
"str_907182024","str_158715755",6
"str_907182024","str_17168851",1
"str_907182024","str_23484025",1
"str_907182024","str_36524859",1
"str_907611779253112833","str_32820923",1
"str_907611779253112833","str_95527761",1
