"who_retweet","who_post","weight"
"str_19799116","str_20649298",1
"str_19799116","str_56754670",2
"str_19799116","str_881572448558358528",3
"str_19799116","str_98504078",2
"str_19842243","str_32820923",1
"str_19842243","str_881572448558358528",1
"str_19842243","str_95527761",4
"str_198720628","str_108427276",12
"str_198720628","str_115576195",2
"str_198720628","str_151921529",5
"str_198720628","str_15663169",6
"str_198720628","str_16317383",1
"str_198720628","str_169586297",1
"str_198720628","str_2153645966",1
"str_198720628","str_22524908",1
"str_198720628","str_2289003747",5
"str_198720628","str_257302726",3
"str_198720628","str_26583978",4
"str_198720628","str_276984604",1
"str_198720628","str_591903278",1
"str_198720628","str_80890505",1
"str_198926612","str_133122139",1
"str_198926612","str_16295314",1
"str_198926612","str_16993112",10
"str_19957738","str_22657318",5
"str_19990369","str_1077365580",10
"str_19990369","str_115576195",1
"str_19990369","str_1320331676",1
"str_19990369","str_2780696489",10
"str_19990369","str_28696353",2
"str_19990369","str_3439313823",1
"str_19990369","str_520046183",4
"str_19990369","str_61871092",2
"str_19990369","str_755872938084147200",24
"str_19991326","str_14466551",1
"str_19991326","str_16451101",2
"str_19991326","str_169586297",1
"str_19991326","str_26276316",2
"str_19991326","str_2979059877",1
"str_19991326","str_751075331801485313",1
"str_19991326","str_924553015",1
"str_20023252","str_169586297",1
"str_20023252","str_475287482",22
"str_20023252","str_956017874899996672",3
"str_20078631","str_118854018",1
"str_20078631","str_2170982269",1
"str_20078631","str_3761644334",1
"str_20078631","str_64295441",1
"str_20078631","str_7622512",1
"str_201148166","str_37149107",2
"str_201148166","str_38707559",4
"str_201148166","str_64295441",2
"str_201388920","str_159633273",4
"str_201388920","str_175847438",2
"str_201388920","str_18361437",1
"str_201388920","str_18657125",6
"str_201388920","str_25241040",1
"str_201388920","str_30380250",3
"str_201388920","str_32157077",2
"str_201388920","str_37052689",9
"str_201388920","str_424412391",1
"str_201388920","str_4271386823",6
"str_201388920","str_5507352",1
"str_201886840","str_789492350120624128",1
"str_202231820","str_106252738",2
"str_202231820","str_115576195",1
"str_202231820","str_2266517269",2
"str_202231820","str_25728028",1
"str_202231820","str_52596035",5
"str_20263616","str_1110204212",2
"str_20263616","str_1581658494",1
"str_20263616","str_15986586",2
"str_20263616","str_376444395",1
"str_20400398","str_818524048888131584",59
"str_20649298","str_95357369",1
"str_207371651","str_14946702",1
"str_207725397","str_66344815",1
"str_20799998","str_24966325",3
"str_20809530","str_158715755",6
"str_20809530","str_17168851",4
"str_20809530","str_175847438",2
"str_20809530","str_23484025",1
"str_20809530","str_3099952406",1
"str_20809530","str_364632749",1
"str_20825303","str_104980670",1
"str_20825303","str_133122139",4
"str_20825303","str_18678732",1
"str_20825303","str_84609547",1
"str_20861802","str_21696469",3
"str_20861802","str_28452689",4
"str_20861802","str_60631912",3
"str_20861802","str_86107454",1
"str_20870949","str_118664177",5
"str_20870949","str_153106114",3
"str_20870949","str_18030672",1
"str_20870949","str_18807641",1
"str_20870949","str_2460037322",1
"str_20870949","str_27670007",1
"str_20870949","str_360709597",4
"str_20870949","str_474076255",1
"str_20924358","str_317560731",13
"str_20924358","str_3978905843",10
"str_20924358","str_4070618472",1
"str_20944149","str_92558741",1
"str_209763888","str_2193344344",2
"str_209763888","str_244510825",1
"str_209763888","str_924844536299491328",2
"str_21002426","str_2438378629",1
"str_21020526","str_109901017",1
"str_21020526","str_15117083",5
"str_21020526","str_169586297",3
"str_21020526","str_181374332",1
"str_21020526","str_31277613",1
"str_21020526","str_4842843378",1
"str_21020526","str_879458616939556864",1
"str_21020526","str_905115883793731585",2
"str_21045364","str_133165344",1
"str_21045364","str_158715755",2
"str_21045364","str_49246546",1
"str_210833051","str_3761644334",4
"str_210833051","str_64295441",1
"str_21116517","str_2193344344",4
"str_21116517","str_22657318",11
"str_21116517","str_417348992",1
"str_21142386","str_118198589",1
"str_21142386","str_23546469",1
"str_21142386","str_20644994",1
"str_21142386","str_984917712412598273",1
"str_213021479","str_2906574983",1
"str_213021479","str_70591921",3
"str_21328762","str_158715755",3
"str_21328762","str_175847438",1
"str_21328762","str_3065062453",1
"str_21336343","str_2196718225",3
"str_213839365","str_3195488189",1
"str_213839365","str_37816357",2
"str_213839365","str_38542361",7
"str_213839365","str_43038546",1
"str_213839365","str_857410425444597760",1
"str_214118683","str_18091773",1
"str_214118683","str_2386445651",3
"str_214169085","str_134600022",2
"str_214169085","str_16785950",3
"str_214169085","str_64216447",1
"str_214214278","str_17798559",1
"str_214214278","str_21696469",1
"str_214214278","str_27455144",2
"str_214214278","str_31957561",1
"str_214214278","str_33490420",1
"str_214214278","str_49421426",2
"str_214214278","str_49747296",3
"str_21421710","str_175847438",2
"str_21421710","str_25332041",1
"str_21421710","str_77098233",1
"str_21421710","str_836672982437117952",1
"str_21421710","str_850011900113018881",2
"str_214565388","str_249785871",1
"str_2147825040","str_1040645966",2
"str_2147825040","str_268313339",1
"str_2147825040","str_434956607",11
"str_2147825040","str_78405684",1
"str_2147825040","str_861436278755033089",1
"str_2147825040","str_9486482",7
"str_2147825040","str_974819163305848833",6
"str_21480316","str_1139607716941500417",8
"str_21480316","str_907012687",1
"str_2148056580","str_105336659",2
"str_2148056580","str_118198589",3
"str_2148056580","str_119590900",1
"str_2148056580","str_139593662",2
"str_2148056580","str_2906574983",1
"str_2148056580","str_316515450",1
"str_2148056580","str_479093108",3
"str_2148056580","str_70591921",1
"str_2149261981","str_237750813",1
"str_21512279","str_153489863",1
"str_21512279","str_250840899",2
"str_21512279","str_35026217",37
"str_21512279","str_41622556",4
"str_2151295579","str_356903515",1
"str_21522020","str_103744112",1
"str_21534627","str_1086310626627121152",1
"str_21534627","str_970751602364682242",2
"str_2153645966","str_1061281091099729920",2
"str_2153645966","str_115576195",3
"str_2153645966","str_15663169",5
"str_21545986","str_3280852428",2
"str_21545986","str_41637247",2
"str_21545986","str_95357369",1
"str_2155248452","str_32820923",6
"str_21562819","str_107172480",2
"str_21562819","str_1636888243",3
"str_21562819","str_41637247",4
"str_21562819","str_87464481",1
"str_21562819","str_95357369",2
"str_2157798056","str_751950727371628544",1
"str_2157896753","str_31277613",1
"str_21579611","str_3761644334",1
"str_2159527074","str_250490865",2
"str_2159527074","str_3978905843",1
"str_2159527074","str_738482854531764224",1
"str_21599816","str_118664177",4
"str_21599816","str_18030672",3
"str_21599816","str_18807641",5
"str_2163025831","str_2253838856",2
"str_2163025831","str_3242677586",1
"str_2163025831","str_861093945136361472",1
"str_2163025831","str_988980985",1
"str_21631799","str_18131106",3
"str_21631799","str_234590226",2
"str_21632252","str_13028602",1
"str_21632252","str_3279277182",2
"str_2165250798","str_60631912",4
"str_2165364858","str_106836676",2
"str_2165364858","str_132171327",1
"str_2165364858","str_2269362912",1
"str_2165364858","str_827240645634977794",1
"str_2168988270","str_1305008569",4
"str_2168988270","str_1403424932",39
"str_2168988270","str_16209173",2
"str_2168988270","str_357049990",16
"str_2168988270","str_47414934",27
"str_2168988270","str_7433632",1
"str_2168988270","str_809056123768729600",5
"str_2168988270","str_900378331920703488",5
"str_2168988270","str_988411950429278218",1
"str_2168988270","str_989172318",2
"str_216918484","str_153645335",2
"str_216918484","str_159633273",15
"str_216918484","str_18361437",4
"str_216918484","str_18657125",6
"str_216918484","str_25241040",8
"str_216918484","str_262794246",4
"str_216918484","str_2917685440",2
"str_216918484","str_295906042",5
"str_216918484","str_30380250",1
"str_216918484","str_3195934863",10
"str_216918484","str_32962571",1
"str_216918484","str_37052689",8
"str_216918484","str_37727891",1
"str_216918484","str_4271386823",2
"str_216918484","str_5507352",1
"str_216918484","str_583417013",1
"str_21696469","str_17798559",7
"str_21696469","str_23369686",1
"str_21696469","str_27455144",4
"str_21696469","str_31957561",5
"str_21696469","str_36381920",4
"str_21696469","str_4489398139",4
"str_21696469","str_49421426",21
"str_21696469","str_49747296",19
"str_21696469","str_621130507",2
"str_2170982269","str_118854018",5
"str_2170982269","str_7622512",2
"str_217224930","str_21762059",1
"str_217224930","str_22724322",2
"str_217224930","str_3188152800",7
"str_217224930","str_434956607",3
"str_217224930","str_78405684",1
"str_217224930","str_974819163305848833",1
"str_21727015","str_31957561",1
"str_21727015","str_49747296",1
"str_21727015","str_66562891",1
"str_2173000380","str_30768622",11
"str_2174670889","str_15917926",1
"str_2174670889","str_20870949",1
"str_2174670889","str_2319105211",1
"str_2174670889","str_27670007",1
"str_2174670889","str_278278143",1
"str_21762059","str_1004815933670678529",20
"str_21762059","str_15323106",1
"str_21762059","str_22724322",7
"str_21762059","str_3188152800",28
"str_21762059","str_42523890",1
"str_21762059","str_908744939793637376",4
"str_2176542468","str_2966952164",1
"str_2177361738","str_38542361",1
"str_2177361738","str_595693520",3
"str_21784607","str_583417013",1
"str_2180201223","str_1055886207161458690",1
"str_2180201223","str_1077365580",13
"str_2180201223","str_1320331676",6
"str_2180201223","str_15472678",1
"str_2180201223","str_17327933",1
"str_2180201223","str_19237004",4
"str_2180201223","str_28696353",4
"str_2180201223","str_4863545294",1
"str_2180201223","str_49482671",2
"str_2180201223","str_562961067",1
"str_2180201223","str_755872938084147200",9
"str_2180201223","str_949709847276212225",2
"str_2180201223","str_990085837",2
"str_2180321701","str_2328050107",1
"str_2180321701","str_3434426878",2
"str_2180321701","str_715613647758819330",1
"str_21836759","str_16451101",1
"str_21836759","str_98845251",2
"str_21838178","str_1145899129",3
"str_21838178","str_25848616",1
"str_21838178","str_56812053",24
"str_21838178","str_967214466902315008",2
"str_21883063","str_160625658",1
"str_21883063","str_16785950",21
"str_21883063","str_181374332",1
"str_21883063","str_214169085",5
"str_21883063","str_860291474189168640",1
"str_2191262215","str_37149107",1
"str_2191262215","str_64295441",1
"str_2193173494","str_31277613",3
"str_2193173494","str_48179956",1
"str_2193317144","str_17572116",8
"str_2193317144","str_818524048888131584",3
"str_2193344344","str_22657318",1
"str_2193520886","str_268313339",4
"str_2193520886","str_318147943",1
"str_2193520886","str_974819163305848833",1
"str_21938769","str_1004815933670678529",11
"str_21938769","str_15323106",2
"str_21938769","str_21762059",8
"str_21938769","str_22724322",10
"str_21938769","str_318147943",1
"str_21938769","str_3188152800",48
"str_21938769","str_42523890",3
"str_21938769","str_70342801",2
"str_21938769","str_715623359631896576",1
"str_21938769","str_734102611905765376",1
"str_21938769","str_908744939793637376",7
"str_21938769","str_9486482",1
"str_21939336","str_15472678",2
"str_21939336","str_19538697",1
"str_21939336","str_372053421",5
"str_21939336","str_562961067",1
"str_21939336","str_755872938084147200",5
"str_2194748304","str_2193344344",1
"str_21959491","str_773257985564958720",1
"str_21961370","str_2386445651",1
"str_21961370","str_257696123",5
"str_2196263406","str_99390153",1
"str_2196718225","str_1694721368",1
"str_2196718225","str_175847438",1
"str_2196718225","str_836672982437117952",1
"str_219699117","str_16319967",3
"str_219699117","str_2400595245",5
"str_219699117","str_245840159",1
"str_219699117","str_33795371",1
"str_219699117","str_35389327",6
"str_219699117","str_880075914348040192",1
"str_219699117","str_967169939022012416",2
"str_2197767612","str_16936014",3
"str_2197767612","str_43038546",1
"str_2197877738","str_15117083",1
"str_2197877738","str_31277613",1
"str_2197877738","str_99390153",3
"str_2198551928","str_1004815933670678529",3
"str_2198551928","str_21762059",4
"str_2198551928","str_22724322",4
"str_2198551928","str_3188152800",6
"str_2198551928","str_434956607",1
"str_2198551928","str_9486482",1
"str_2199824491","str_1408432652",1
"str_2199824491","str_411024392",8
"str_22032397","str_106836676",1
"str_22032397","str_3242677586",1
"str_22032397","str_34148074",2
"str_22032397","str_479935499",2
"str_22032397","str_55720891",12
"str_22032397","str_885480172576804864",1
"str_2203956420","str_1854639792",1
"str_2203956420","str_303397026",1
"str_2205187568","str_114207661",2
"str_2205187568","str_24430658",3
"str_2205187568","str_33801008",3
"str_2205187568","str_374458646",2
"str_2205187568","str_42658483",8
"str_2205187568","str_808346877582331904",2
"str_2207820906","str_108427276",2
"str_2207820906","str_115576195",6
"str_2207820906","str_1661203730",1
"str_2207820906","str_2289003747",2
"str_2207820906","str_257696123",2
"str_2207820906","str_4925139868",3
"str_2207820906","str_562833413",1
"str_2207820906","str_591903278",1
"str_2207820906","str_96360994",1
"str_2209066172","str_18091773",1
"str_2209066172","str_819782878678511616",1
"str_22094180","str_1040645966",1
"str_22094180","str_15323106",2
"str_22094180","str_2193520886",2
"str_22094180","str_268313339",10
"str_22094180","str_3082718509",2
"str_22094180","str_318147943",2
"str_22094180","str_434956607",9
"str_22094180","str_715623359631896576",2
"str_22094180","str_78405684",1
"str_22094180","str_9486482",12
"str_22094180","str_974819163305848833",2
"str_2209770648","str_123044424",3
"str_2209770648","str_249448443",1
"str_22102584","str_2289003747",1
"str_22102584","str_257302726",3
"str_22102584","str_80890505",1
"str_221061994","str_133122139",1
"str_221061994","str_137026262",1
"str_221061994","str_18130982",1
"str_221061994","str_23265128",1
"str_221061994","str_31197507",3
"str_221061994","str_39776857",4
"str_221061994","str_881392908",3
"str_221061994","str_911069802",2
"str_221176170","str_15663169",14
"str_221176170","str_1661203730",1
"str_221176170","str_2289003747",1
"str_221176170","str_257302726",1
"str_221176170","str_26583978",1
"str_2212826053","str_66344815",1
"str_2214732108","str_33611450",2
"str_2214732108","str_4203896765",2
"str_2214732108","str_6217182",1
"str_22152467","str_1087394850532741123",2
"str_22152467","str_970751602364682242",1
"str_221659600","str_1096473809077583872",2
"str_221659600","str_111054940",2
"str_221659600","str_175847438",15
"str_221659600","str_3065062453",15
"str_221659600","str_364632749",6
"str_221659600","str_77098233",4
"str_221659600","str_850011900113018881",6
"str_221779251","str_16100125",1
"str_221779251","str_246283063",6
"str_221779251","str_451147000",8
"str_22194540","str_3242677586",1
"str_2219864951","str_119590900",1
"str_2219864951","str_1220083937281761285",1
"str_2219864951","str_2328050107",4
"str_2219864951","str_2512863602",1
"str_2219864951","str_70591921",3
"str_2222545540","str_1205541642",1
"str_2222545540","str_2327597341",1
"str_2223328046","str_2151295579",1
"str_2223328046","str_392933208",1
"str_2223328046","str_50442179",2
"str_222564691","str_2438378629",2
"str_222564691","str_467208985",1
"str_2225736954","str_1205541642",3
"str_2225736954","str_1367793234",1
"str_2225736954","str_14304836",1
"str_2225736954","str_2222545540",10
"str_2225736954","str_4831209598",1
"str_2225736954","str_946295040686555136",3
"str_2225736954","str_965585682818326529",1
"str_22261364","str_2438378629",2
"str_22261364","str_257302726",1
"str_22261364","str_4842843378",2
"str_2227277161","str_250840899",2
"str_2227277161","str_28375536",4
"str_2227277161","str_41622556",1
"str_2227277161","str_751950727371628544",3
"str_22280899","str_86523551",1
"str_22317849","str_900378331920703488",3
"str_2231875231","str_15186725",2
"str_2231875231","str_18251714",1
"str_2231875231","str_21632252",9
"str_2231875231","str_3022998240",2
"str_2231875231","str_3279277182",6
"str_2231875231","str_531881500",1
"str_2233944943","str_153106114",3
"str_2233944943","str_2460037322",10
"str_2233944943","str_31277613",1
"str_2233944943","str_524443212",1
"str_2233944943","str_531900303",1
"str_2233944943","str_72252909",1
"str_2233944943","str_767503544144498690",1
"str_2233944943","str_985899136858849280",2
"str_2234825047","str_158715755",2
"str_2234825047","str_17168851",4
"str_2234825047","str_23442668",2
"str_2234825047","str_23484025",4
"str_2234825047","str_364632749",1
"str_2234825047","str_987059309094866945",1
"str_22375725","str_176147970",9
"str_22375725","str_21696469",1
"str_22375725","str_27455144",1
"str_22375725","str_31957561",13
"str_22375725","str_36381920",6
"str_22375725","str_49421426",6
"str_22375725","str_57399605",1
"str_22375725","str_985420748",20
"str_223903173","str_15663169",1
"str_223903173","str_2153645966",1
"str_223903173","str_257302726",3
"str_223903173","str_591903278",1
"str_2239282531","str_53266089",4
"str_2242849801","str_95077051",1
"str_2247683898","str_133122139",1
"str_2247683898","str_20023252",21
"str_2247683898","str_475287482",14
"str_2247683898","str_735562188014882816",1
"str_2247763694","str_16968683",25
"str_2247763694","str_32289500",1
"str_2247763694","str_384690337",1
"str_2247763694","str_4863545294",1
"str_2247763694","str_600663197",1
"str_2247763694","str_751075331801485313",2
"str_2247763694","str_818524048888131584",5
"str_2247763694","str_866442764329914370",1
"str_224777375","str_235800763",1
"str_224777375","str_2438378629",5
"str_224777375","str_971070092237836288",3
"str_2247906445","str_15149457",1
"str_2247906445","str_169586297",1
"str_2247906445","str_2334731485",2
"str_2247906445","str_2355424106",3
"str_2247906445","str_248493732",1
"str_2247906445","str_553823767",1
"str_22481727","str_42854756",5
"str_22481727","str_905115883793731585",1
"str_22481727","str_99390153",1
"str_225062917","str_95077051",1
"str_2250914340","str_364632749",1
"str_2251330776","str_95077051",2
"str_22524908","str_115576195",5
"str_22524908","str_151921529",5
"str_22524908","str_26583978",9
"str_22524908","str_4842843378",1
"str_2252766184","str_2541597056",1
"str_2257307316","str_264599055",5
"str_2260527270","str_1061281091099729920",1
"str_2260527270","str_108427276",1
"str_2260527270","str_115576195",2
"str_2260527270","str_151921529",2
"str_2260527270","str_22524908",2
"str_2260527270","str_2289003747",13
"str_2260527270","str_2386445651",1
"str_2260527270","str_257302726",4
"str_2260527270","str_819782878678511616",1
"str_226257979","str_246283063",31
"str_22657318","str_2193344344",6
"str_2266400977","str_1209822847755010048",1
"str_2266400977","str_40327767",2
"str_2266400977","str_409652472",1
"str_2266400977","str_41956692",1
"str_2267948090","str_1233816640774692864",1
"str_2267948090","str_20023252",1
"str_2267948090","str_475287482",4
"str_2267948090","str_735562188014882816",1
"str_2267948090","str_956017874899996672",2
"str_2268036854","str_1216563939837788160",1
"str_2268036854","str_123044424",4
"str_2268036854","str_479935499",1
"str_2268400489","str_250490865",1
"str_2268400489","str_738482854531764224",2
"str_2268400489","str_97306684",2
"str_227071659","str_213053844",1
"str_2272031215","str_2193520886",4
"str_2272031215","str_268313339",3
"str_2272031215","str_28656296",2
"str_2272031215","str_318147943",1
"str_2272031215","str_434956607",2
"str_2272031215","str_62941254",1
"str_2272031215","str_874649932157693953",1
"str_2272031215","str_9486482",5
"str_22724322","str_1004815933670678529",14
"str_22724322","str_15323106",1
"str_22724322","str_21762059",4
"str_22724322","str_318147943",2
"str_22724322","str_3188152800",4
"str_22724322","str_42523890",2
"str_22724322","str_4842843378",1
"str_22724322","str_70342801",4
"str_22724322","str_908744939793637376",1
"str_22732600","str_20649298",7
"str_22732600","str_32820923",4
"str_22732600","str_803353962988654592",2
"str_22732600","str_95527761",2
"str_2275218805","str_108427276",3
"str_2275218805","str_151921529",2
"str_2275218805","str_15663169",4
"str_2275218805","str_257302726",1
"str_2277783129","str_20023252",10
"str_2277783129","str_475287482",6
"str_2277783129","str_727850446359015425",5
"str_2277783129","str_735562188014882816",1
"str_2277783129","str_796918462954225664",3
"str_2277783129","str_921834198524223489",1
"str_227829941","str_2268036854",1
"str_227829941","str_479935499",1
"str_227870175","str_20023252",1
"str_227870175","str_2665715063",1
"str_227870175","str_475287482",9
"str_227870175","str_956017874899996672",1
"str_2279696407","str_66344815",12
"str_2282456132","str_33611450",2
"str_2284321554","str_2905955679",1
"str_2284321554","str_3313812382",1
"str_2284321554","str_410121512",1
"str_2284321554","str_479093108",6
"str_2284321554","str_4817114249",7
"str_2284321554","str_70591921",1
"str_2285376860","str_1022511298473537536",2
"str_2285376860","str_1651709731",1
"str_2285376860","str_2400595245",1
"str_2285376860","str_245840159",1
"str_2285376860","str_33795371",1
"str_2285376860","str_484121225",1
"str_2285376860","str_967169939022012416",1
"str_2285651706","str_29243936",8
"str_2287063470","str_118198589",1
"str_2287063470","str_119590900",3
"str_2287063470","str_1220083937281761285",1
"str_2287063470","str_2328050107",1
"str_2287063470","str_23546469",1
"str_2287063470","str_2721891557",1
"str_2287063470","str_2905955679",3
"str_2287063470","str_410121512",1
"str_2287063470","str_4817114249",4
"str_2287063470","str_550591330",1
"str_2287063470","str_70591921",9
"str_2287063470","str_723599467081920512",3
"str_2287063470","str_992053607007707136",1
"str_2287082899","str_139593662",1
"str_22873107","str_22194540",3
"str_2289003747","str_108427276",1
"str_2289003747","str_115576195",2
"str_2289003747","str_15663169",5
"str_2289003747","str_2386445651",1
"str_2289003747","str_257302726",1
"str_2289003747","str_26583978",3
"str_2290426782","str_1476447763",1
"str_2290426782","str_16039183",1
"str_2290426782","str_2458675429",1
"str_2290426782","str_3019190647",4
"str_22925350","str_28696353",1
"str_22925350","str_520046183",1
"str_22925350","str_755872938084147200",1
"str_2292830888","str_2176542468",1
"str_2292830888","str_55720891",1
"str_2292909116","str_7433632",1
"str_2293040214","str_14946702",1
"str_2293040214","str_343809170",1
"str_2293040214","str_3841920012",1
"str_229305899","str_246086966",1
"str_229305899","str_25848616",2
"str_229305899","str_967214466902315008",1
"str_2293821884","str_176147970",1
"str_2293821884","str_21696469",1
"str_2293821884","str_49421426",2
"str_2293821884","str_57399605",1
"str_229502116","str_109901017",5
"str_229502116","str_15117083",64
"str_229502116","str_1963725830",2
"str_229502116","str_2157896753",1
"str_229502116","str_31026320",2
"str_229502116","str_31277613",2
"str_229502116","str_48179956",2
"str_229502116","str_513812971",1
"str_229502116","str_58773116",3
"str_229502116","str_879458616939556864",2
"str_229502116","str_905115883793731585",3
"str_229502116","str_960718940077985792",1
"str_229502116","str_99390153",1
"str_22956207","str_115576195",1
"str_22956207","str_2289003747",1
"str_229980782","str_475287482",1
"str_2300193835","str_15663169",1
"str_230217212","str_1403424932",18
"str_230217212","str_47414934",14
"str_230217212","str_53266089",1
"str_230217212","str_7433632",1
"str_230217212","str_81873759",4
"str_230268979","str_4074051493",1
"str_230268979","str_82240115",1
"str_2304084941","str_103744112",1
"str_231101835","str_2438378629",1
"str_2312896627","str_17164263",22
"str_2312896627","str_517016355",2
"str_2312896627","str_600663197",1
"str_2314359787","str_1367793234",2
"str_2314359787","str_16936014",3
"str_2314458697","str_17168851",2
"str_2314458697","str_356903515",1
"str_2314458697","str_392933208",3
"str_231628163","str_105336659",1
"str_231628163","str_139593662",2
"str_231628163","str_2328050107",1
"str_231628163","str_2724615260",2
"str_231628163","str_2906574983",1
"str_231628163","str_392077251",1
"str_231628163","str_984917712412598273",2
"str_2319105211","str_153106114",1
"str_2319105211","str_18030672",7
"str_2319105211","str_2460037322",2
"str_2319105211","str_249785871",2
"str_2319105211","str_27670007",1
"str_2319105211","str_2900023413",2
"str_2319105211","str_33717887",1
"str_2319105211","str_360709597",42
"str_2319105211","str_474076255",2
"str_2319105211","str_524443212",1
"str_231950682","str_252442108",3
"str_231950682","str_65775538",5
"str_231950682","str_849649366172262400",25
"str_23206436","str_103744112",1
"str_2321537790","str_245840159",2
"str_2321537790","str_35389327",4
"str_2321537790","str_880075914348040192",5
"str_2321537790","str_940024922394497024",1
"str_2321537790","str_967169939022012416",2
"str_2322466316","str_2540646356",4
"str_2322466316","str_3242677586",3
"str_2322466316","str_37476743",1
"str_2322466316","str_704343898684919808",2
"str_232251165","str_7433632",1
"str_2325709850","str_1008768166489706497",1
"str_2325709850","str_1661203730",1
"str_2325709850","str_276984604",1
"str_2325709850","str_819782878678511616",2
"str_2325709850","str_96360994",3
"str_23265128","str_179999439",1
"str_23265128","str_911069802",2
"str_23269924","str_15117083",1
"str_23269924","str_31277613",2
"str_2327597341","str_14304836",11
"str_2327597341","str_18882624",1
"str_2327597341","str_2798217692",2
"str_2327597341","str_41956692",1
"str_2327597341","str_965585682818326529",5
"str_2327687905","str_1205541642",1
"str_2327687905","str_1209822847755010048",1
"str_2327687905","str_2222545540",4
"str_2327687905","str_4831209598",1
"str_2327983291","str_59932570",1
"str_2328050107","str_118198589",1
"str_2328050107","str_119590900",1
"str_2328050107","str_23546469",2
"str_2328050107","str_392077251",1
"str_2328050107","str_4817114249",2
"str_2328050107","str_70591921",2
"str_2328050107","str_992053607007707136",8
"str_2329510958","str_19788386",1
"str_2329510958","str_23618718",1
"str_2329732639","str_25728028",1
"str_233030378","str_118854018",2
"str_233030378","str_15211944",2
"str_233030378","str_2170982269",1
"str_233030378","str_38707559",2
"str_233030378","str_7622512",1
"str_2331206989","str_16100125",7
"str_2331206989","str_34740140",1
"str_2331206989","str_4074051493",3
"str_2331206989","str_43537323",1
"str_2331264397","str_153489863",1
"str_2331264397","str_250840899",5
"str_2331264397","str_35026217",1
"str_2331264397","str_751950727371628544",3
"str_233214274","str_307994774",6
"str_233214274","str_600663197",3
"str_2334731485","str_2355424106",8
"str_2334731485","str_248493732",8
"str_2334731485","str_97306684",1
"str_2338601425","str_3242677586",1
"str_2338601425","str_377741784",2
"str_2338601425","str_988980985",1
"str_2339034433","str_14466551",9
"str_2339034433","str_16451101",6
"str_2339034433","str_169586297",5
"str_2339034433","str_26276316",10
"str_2339034433","str_2979059877",3
"str_2339034433","str_751075331801485313",4
"str_2339034433","str_789492350120624128",2
"str_2339034433","str_96161390",1
"str_2339138480","str_17091701",2
"str_2339138480","str_2906574983",3
"str_2339138480","str_20644994",2
"str_2339138480","str_70591921",8
"str_2339138480","str_757759961569042432",2
"str_2339811468","str_428779315",1
"str_2339811468","str_773257985564958720",1
"str_2340659774","str_2367507841",1
"str_2340659774","str_25848616",1
"str_2340659774","str_56812053",6
"str_2340659774","str_967214466902315008",2
"str_2343386431","str_2191262215",3
"str_2343386431","str_37149107",1
"str_2343386431","str_3761644334",4
"str_2343386431","str_38707559",2
"str_2343386431","str_64295441",1
"str_2343947996","str_123058509",2
"str_2343947996","str_23441791",7
"str_2343970081","str_64295441",49
"str_23441791","str_123058509",4
"str_23441791","str_151921529",1
"str_23441791","str_26583978",1
"str_23450905","str_108427276",1
"str_23450905","str_150400809",1
"str_23450905","str_177719616",5
"str_23450905","str_17798559",1
"str_23450905","str_22524908",3
"str_23450905","str_2289003747",1
"str_23450905","str_257302726",12
"str_23450905","str_276984604",1
"str_2345180108","str_16785950",1
"str_234520842","str_3140557071",1
"str_234520842","str_451147000",4
"str_234815333","str_301034022",1
"str_234815333","str_3019190647",1
"str_234815333","str_525608225",1
"str_23484025","str_158715755",7
"str_23484025","str_2196718225",1
"str_23484025","str_3065062453",1
"str_23484025","str_356903515",4
"str_23484025","str_364632749",1
"str_23484025","str_392933208",1
"str_23484025","str_928876209211166721",1
"str_23484025","str_987059309094866945",1
"str_2348721614","str_16100125",1
"str_2348952636","str_28375536",3
"str_2348952636","str_34148074",1
"str_2348952636","str_4729410290",4
"str_2348997086","str_19183709",2
"str_2348997086","str_282783586",1
"str_2348997086","str_303397026",3
"str_2349589808","str_16936014",22
"str_235283301","str_213053844",1
"str_2353543525","str_2165364858",1
"str_2353543525","str_34148074",42
"str_2353543525","str_55720891",5
"str_23546469","str_119590900",18
"str_23546469","str_139593662",1
"str_23546469","str_2328050107",4
"str_23546469","str_20644994",1
"str_23546469","str_3434426878",1
"str_23546469","str_410121512",1
"str_23546469","str_70591921",1
"str_23550815","str_7294262",1
"str_2355251365","str_15323106",1
"str_2355251365","str_268313339",1
"str_2355251365","str_3082718509",1
"str_2355251365","str_715623359631896576",1
"str_2355324846","str_3279277182",3
"str_2355324846","str_991472006406303744",27
"str_2355424106","str_2334731485",2
"str_2355424106","str_248493732",1
"str_2355424106","str_250490865",1
"str_2355424106","str_553823767",2
"str_235800763","str_2438378629",3
"str_235800763","str_253615476",1
"str_235800763","str_971070092237836288",1
"str_235809142","str_105336659",1
"str_235809142","str_139593662",5
"str_235809142","str_17091701",1
"str_235809142","str_2328050107",1
"str_235809142","str_2905955679",1
"str_235809142","str_316515450",1
"str_235809142","str_33795371",1
"str_235809142","str_392077251",1
"str_235809142","str_479093108",1
"str_235809142","str_4817114249",1
"str_2358550790","str_21632252",2
"str_2358550790","str_3279277182",3
"str_2358550790","str_531881500",2
"str_2358657452","str_16039183",7
"str_2358657452","str_2458675429",5
"str_2358657452","str_3019190647",6
"str_2358657452","str_38745086",2
"str_2358657452","str_525608225",2
"str_2358657452","str_756302128361054208",1
"str_2358888290","str_119590900",2
